,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
1266,Entire home/apt,6,1.0,2.0,3.0,Real Bed,224.0,800.0,290.0,115.0,1,0.0,2,12,28,28,215,24.0,98.0,10.0,10.0,10.0,9.0,10.0,9.0,0,strict
1267,Entire home/apt,4,2.0,2.0,2.0,Real Bed,325.0,1925.0,150.0,85.0,1,0.0,1,0,0,0,215,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,flexible
1268,Entire home/apt,6,2.0,3.0,5.0,Real Bed,800.0,2995.0,350.0,150.0,1,0.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1269,Private room,2,1.0,1.0,1.0,Real Bed,300.0,800.0,300.0,65.0,2,100.0,7,30,60,90,365,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1270,Entire home/apt,6,1.0,2.0,3.0,Real Bed,259.0,1500.0,290.0,65.0,1,0.0,2,10,40,70,341,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1271,Entire home/apt,4,2.0,2.0,2.0,Real Bed,350.0,800.0,290.0,50.0,1,0.0,2,26,47,77,352,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
1272,Entire home/apt,4,1.0,2.0,4.0,Real Bed,195.0,1045.0,290.0,85.0,2,20.0,2,23,31,31,251,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1273,Entire home/apt,3,1.0,0.0,2.0,Real Bed,69.0,800.0,290.0,30.0,2,20.0,1,8,38,68,68,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
1275,Entire home/apt,2,1.0,1.0,1.0,Real Bed,200.0,1000.0,290.0,65.0,1,0.0,1,30,60,90,365,15.0,82.0,10.0,8.0,10.0,10.0,9.0,8.0,0,strict
1276,Entire home/apt,6,6.0,3.0,3.0,Real Bed,1199.0,800.0,290.0,120.0,1,0.0,2,0,0,0,244,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1280,Entire home/apt,5,1.0,2.0,3.0,Real Bed,120.0,800.0,100.0,40.0,4,25.0,3,22,49,79,354,68.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1282,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,800.0,95.0,65.0,2,25.0,2,23,53,83,358,58.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict
1283,Entire home/apt,3,1.0,1.0,1.0,Real Bed,499.0,800.0,200.0,45.0,1,0.0,2,14,14,14,84,7.0,90.0,8.0,10.0,9.0,10.0,9.0,9.0,1,strict
1285,Entire home/apt,6,1.5,2.0,2.0,Real Bed,480.0,800.0,300.0,50.0,1,0.0,1,0,0,0,21,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
1286,Entire home/apt,16,8.0,8.0,11.0,Real Bed,7599.0,800.0,290.0,275.0,1,0.0,2,23,37,67,337,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1287,Entire home/apt,6,2.5,3.0,2.0,Real Bed,350.0,800.0,500.0,90.0,1,0.0,3,7,25,25,138,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1289,Entire home/apt,2,1.0,1.0,2.0,Real Bed,89.0,800.0,290.0,65.0,1,20.0,1,22,50,75,350,141.0,92.0,9.0,10.0,10.0,10.0,9.0,9.0,0,strict
1290,Entire home/apt,4,1.0,0.0,3.0,Real Bed,135.0,800.0,290.0,65.0,2,25.0,2,27,57,87,362,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1291,Entire home/apt,2,1.0,0.0,1.0,Real Bed,85.0,800.0,290.0,30.0,2,15.0,2,13,43,73,343,38.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
1293,Entire home/apt,8,3.0,4.0,5.0,Real Bed,475.0,800.0,500.0,150.0,1,0.0,2,12,25,51,296,21.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1294,Entire home/apt,3,1.0,1.0,2.0,Real Bed,145.0,800.0,450.0,65.0,3,45.0,1,15,38,65,337,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1296,Entire home/apt,8,3.5,4.0,3.0,Real Bed,966.0,800.0,1000.0,200.0,1,0.0,1,0,0,0,243,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1301,Entire home/apt,5,1.5,3.0,3.0,Real Bed,349.0,800.0,250.0,60.0,5,30.0,2,19,49,79,354,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1304,Entire home/apt,12,2.0,3.0,7.0,Real Bed,300.0,800.0,290.0,150.0,0,0.0,2,28,58,88,88,4.0,100.0,9.0,9.0,10.0,10.0,10.0,10.0,0,strict
1306,Entire home/apt,4,1.0,2.0,3.0,Real Bed,225.0,1500.0,100.0,100.0,4,20.0,2,26,56,86,361,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1307,Entire home/apt,3,1.0,1.0,2.0,Real Bed,175.0,1200.0,1000.0,75.0,3,50.0,2,21,45,75,350,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
1309,Private room,4,1.0,1.0,2.0,Real Bed,250.0,1250.0,290.0,65.0,1,0.0,2,30,60,90,90,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1310,Entire home/apt,10,4.0,5.0,6.0,Real Bed,2199.0,800.0,2000.0,65.0,1,0.0,3,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1311,Entire home/apt,6,2.5,3.0,3.0,Real Bed,750.0,800.0,1000.0,100.0,4,25.0,5,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1313,Entire home/apt,4,1.0,2.0,3.0,Real Bed,160.0,950.0,290.0,40.0,2,25.0,2,16,21,51,315,46.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
1314,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,600.0,290.0,35.0,1,0.0,1,20,20,20,209,10.0,98.0,10.0,9.0,10.0,10.0,9.0,9.0,0,flexible
1315,Entire home/apt,5,1.0,2.0,3.0,Real Bed,175.0,2000.0,150.0,50.0,1,0.0,2,29,59,89,364,18.0,89.0,9.0,9.0,9.0,9.0,9.0,8.0,0,strict
1316,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100.0,800.0,290.0,65.0,2,15.0,2,21,47,77,352,24.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,flexible
1317,Entire home/apt,3,1.5,1.0,1.0,Real Bed,215.0,800.0,500.0,100.0,1,0.0,2,14,41,46,239,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1318,Entire home/apt,10,3.0,4.0,4.0,Real Bed,1200.0,6000.0,1000.0,250.0,8,50.0,3,30,60,90,365,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1319,Entire home/apt,10,3.5,4.0,6.0,Real Bed,1250.0,7000.0,5000.0,250.0,6,100.0,3,30,60,90,365,2.0,100.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict
1322,Private room,2,1.0,1.0,1.0,Real Bed,129.0,800.0,290.0,65.0,1,0.0,1,11,33,63,63,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1323,Entire home/apt,12,2.0,3.0,7.0,Real Bed,300.0,800.0,100.0,150.0,12,50.0,2,28,58,88,88,2.0,100.0,9.0,10.0,10.0,10.0,10.0,8.0,0,strict
1324,Entire home/apt,10,3.0,4.0,6.0,Real Bed,1389.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1325,Entire home/apt,4,1.0,1.0,2.0,Real Bed,200.0,1300.0,290.0,20.0,1,0.0,1,26,56,86,355,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1326,Entire home/apt,4,2.5,2.0,2.0,Real Bed,450.0,2800.0,500.0,75.0,1,0.0,2,28,58,88,363,4.0,100.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
1327,Entire home/apt,2,1.0,1.0,1.0,Real Bed,129.0,800.0,129.0,15.0,1,0.0,2,16,42,72,347,27.0,96.0,10.0,10.0,10.0,9.0,10.0,9.0,0,moderate
1328,Entire home/apt,8,1.0,2.0,8.0,Real Bed,250.0,1500.0,290.0,100.0,1,0.0,2,28,58,88,363,8.0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,0,moderate
1331,Entire home/apt,4,2.0,2.0,2.0,Real Bed,298.0,800.0,500.0,25.0,1,0.0,2,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1332,Entire home/apt,4,1.5,2.0,2.0,Real Bed,200.0,800.0,290.0,65.0,1,0.0,1,0,12,42,317,1.0,60.0,8.0,4.0,10.0,10.0,10.0,4.0,0,flexible
1333,Entire home/apt,10,2.0,3.0,5.0,Real Bed,299.0,800.0,290.0,130.0,1,0.0,2,22,44,72,335,0.0,91.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
1334,Entire home/apt,4,2.5,2.0,2.0,Real Bed,200.0,1000.0,500.0,75.0,1,0.0,7,0,2,32,277,2.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1335,Entire home/apt,4,2.0,2.0,2.0,Real Bed,345.0,1500.0,1000.0,150.0,1,0.0,1,30,60,90,365,4.0,87.0,10.0,9.0,10.0,9.0,10.0,8.0,0,moderate
1337,Entire home/apt,3,1.0,1.0,1.0,Real Bed,185.0,800.0,500.0,75.0,2,0.0,1,25,55,85,360,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1338,Private room,2,2.0,1.0,1.0,Futon,85.0,800.0,290.0,65.0,2,25.0,2,15,28,44,60,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1339,Entire home/apt,2,1.0,1.0,1.0,Real Bed,199.0,800.0,250.0,50.0,2,0.0,2,26,56,86,356,29.0,99.0,10.0,10.0,9.0,10.0,9.0,10.0,0,strict
1341,Entire home/apt,11,2.0,4.0,7.0,Real Bed,350.0,800.0,300.0,129.0,8,50.0,2,21,48,78,347,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1342,Entire home/apt,2,1.0,1.0,1.0,Real Bed,109.0,650.0,290.0,65.0,1,0.0,2,23,53,83,274,83.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate
1343,Private room,3,1.0,1.0,2.0,Real Bed,30.0,150.0,290.0,65.0,1,10.0,1,0,22,34,41,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1345,Entire home/apt,6,1.0,1.0,2.0,Real Bed,190.0,1775.0,290.0,50.0,1,0.0,3,1,1,1,204,4.0,85.0,9.0,7.0,10.0,10.0,10.0,9.0,1,flexible
1346,Entire home/apt,4,2.0,2.0,2.0,Real Bed,400.0,1500.0,1000.0,150.0,1,0.0,1,30,60,90,365,2.0,90.0,7.0,10.0,10.0,10.0,9.0,9.0,0,moderate
1347,Entire home/apt,4,1.0,1.0,1.0,Real Bed,250.0,1400.0,200.0,50.0,2,0.0,1,0,3,33,308,4.0,93.0,9.0,10.0,10.0,10.0,10.0,10.0,1,moderate
1349,Entire home/apt,4,2.5,2.0,3.0,Real Bed,450.0,800.0,290.0,165.0,1,0.0,2,18,39,69,329,8.0,80.0,10.0,10.0,10.0,8.0,10.0,8.0,0,strict
1350,Entire home/apt,3,1.0,1.0,2.0,Real Bed,104.0,800.0,250.0,75.0,1,25.0,1,17,42,72,347,7.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0,strict
1351,Entire home/apt,5,1.0,2.0,3.0,Real Bed,200.0,800.0,290.0,25.0,1,0.0,1,16,39,65,332,53.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1352,Entire home/apt,4,1.0,2.0,3.0,Real Bed,179.0,800.0,250.0,75.0,1,0.0,2,18,32,62,337,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1354,Entire home/apt,4,2.0,2.0,2.0,Real Bed,308.0,800.0,1000.0,75.0,1,0.0,3,6,6,6,234,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1356,Entire home/apt,5,2.0,2.0,2.0,Real Bed,275.0,800.0,500.0,100.0,1,0.0,3,0,5,35,310,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1357,Entire home/apt,4,1.0,1.0,1.0,Real Bed,250.0,800.0,200.0,100.0,4,25.0,2,29,59,89,361,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1358,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,800.0,100.0,60.0,1,0.0,2,26,54,84,359,9.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
1360,Entire home/apt,8,3.0,4.0,8.0,Real Bed,600.0,3000.0,800.0,175.0,0,0.0,4,0,0,0,236,3.0,93.0,10.0,10.0,10.0,9.0,9.0,9.0,0,moderate
1361,Entire home/apt,2,1.0,1.0,1.0,Real Bed,165.0,800.0,300.0,125.0,1,0.0,2,29,59,89,364,32.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1363,Entire home/apt,8,4.0,4.0,6.0,Real Bed,548.0,3261.0,350.0,250.0,1,0.0,2,20,43,73,188,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1364,Entire home/apt,4,1.5,3.0,5.0,Real Bed,295.0,800.0,1000.0,90.0,1,0.0,2,29,59,84,309,3.0,100.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
1366,Entire home/apt,6,2.5,2.0,2.0,Real Bed,425.0,800.0,250.0,80.0,1,0.0,1,24,54,84,359,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1367,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,800.0,100.0,40.0,2,25.0,1,29,59,89,364,52.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
1368,Entire home/apt,3,1.0,1.0,1.0,Real Bed,129.0,800.0,290.0,25.0,0,0.0,1,22,50,80,355,0.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1370,Entire home/apt,4,2.0,2.0,2.0,Real Bed,500.0,3000.0,300.0,100.0,1,0.0,3,21,46,76,345,4.0,80.0,9.0,8.0,9.0,8.0,8.0,9.0,0,strict
1371,Entire home/apt,2,1.0,1.0,1.0,Real Bed,245.0,975.0,500.0,80.0,1,0.0,3,10,22,34,78,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1372,Private room,2,1.5,1.0,1.0,Real Bed,48.0,800.0,290.0,10.0,1,10.0,1,10,35,53,53,83.0,92.0,9.0,9.0,10.0,10.0,9.0,10.0,1,moderate
1374,Entire home/apt,4,1.0,1.0,1.0,Real Bed,125.0,800.0,290.0,65.0,1,0.0,2,26,56,86,309,5.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1375,Entire home/apt,9,3.5,5.0,5.0,Real Bed,450.0,2700.0,1000.0,200.0,8,0.0,5,0,0,0,249,3.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1376,Entire home/apt,10,2.0,3.0,4.0,Real Bed,450.0,2200.0,290.0,85.0,1,0.0,1,6,22,52,327,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1378,Entire home/apt,2,1.0,1.0,1.0,Real Bed,600.0,800.0,290.0,65.0,1,0.0,1,0,9,9,263,1.0,100.0,10.0,8.0,10.0,10.0,10.0,8.0,0,strict
1379,Entire home/apt,3,1.0,1.0,2.0,Real Bed,125.0,800.0,200.0,65.0,2,35.0,1,9,34,60,317,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
1380,Entire home/apt,6,2.0,3.0,3.0,Real Bed,375.0,800.0,500.0,90.0,1,0.0,1,30,60,90,365,1.0,80.0,8.0,10.0,10.0,10.0,10.0,8.0,0,flexible
1381,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,800.0,290.0,115.0,1,0.0,2,12,37,46,296,0.0,93.0,10.0,10.0,9.0,9.0,10.0,10.0,0,strict
1382,Private room,4,1.0,1.0,2.0,Real Bed,75.0,800.0,290.0,65.0,2,15.0,1,23,53,83,351,2.0,100.0,9.0,9.0,9.0,9.0,9.0,9.0,0,strict
1383,Entire home/apt,3,1.0,0.0,2.0,Real Bed,125.0,1050.0,450.0,85.0,2,95.0,1,0,0,0,250,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1384,Private room,2,1.0,1.0,1.0,Real Bed,109.0,800.0,290.0,50.0,2,50.0,1,29,59,89,364,20.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,strict
1385,Entire home/apt,4,2.0,2.0,1.0,Real Bed,200.0,800.0,500.0,100.0,2,50.0,2,8,35,35,280,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,moderate
1386,Entire home/apt,2,1.0,0.0,1.0,Real Bed,75.0,800.0,200.0,40.0,1,15.0,1,15,45,73,348,92.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1387,Entire home/apt,6,2.0,2.0,2.0,Real Bed,235.0,1134.0,250.0,110.0,4,0.0,2,18,39,59,136,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1391,Entire home/apt,6,2.5,3.0,3.0,Real Bed,249.0,800.0,290.0,145.0,1,0.0,2,17,38,68,336,4.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
1395,Entire home/apt,3,1.0,1.0,1.0,Real Bed,600.0,800.0,290.0,65.0,1,0.0,3,0,0,0,23,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1399,Entire home/apt,5,1.0,2.0,2.0,Real Bed,240.0,800.0,500.0,75.0,1,0.0,2,13,13,13,69,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1400,Entire home/apt,7,2.0,3.0,3.0,Real Bed,600.0,4200.0,400.0,250.0,1,0.0,1,30,60,90,360,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
1404,Entire home/apt,8,3.0,4.0,6.0,Real Bed,500.0,800.0,290.0,65.0,1,0.0,1,0,21,51,326,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1405,Entire home/apt,3,1.0,1.0,1.0,Real Bed,275.0,800.0,290.0,65.0,1,0.0,2,30,60,90,365,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1407,Entire home/apt,10,2.5,6.0,7.0,Real Bed,450.0,4400.0,1000.0,125.0,4,20.0,1,16,29,48,270,49.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
1408,Entire home/apt,8,2.0,3.0,3.0,Real Bed,290.0,2100.0,290.0,80.0,1,0.0,2,15,37,67,309,27.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1411,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,800.0,290.0,110.0,1,0.0,2,15,45,75,335,0.0,96.0,9.0,10.0,10.0,10.0,9.0,9.0,0,strict
1412,Private room,2,1.0,1.0,1.0,Real Bed,110.0,800.0,290.0,65.0,1,0.0,1,0,5,35,310,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1413,Entire home/apt,4,1.0,0.0,2.0,Real Bed,100.0,800.0,300.0,65.0,2,25.0,3,0,5,35,310,2.0,80.0,9.0,8.0,10.0,10.0,10.0,9.0,0,moderate
1414,Entire home/apt,12,7.5,6.0,7.0,Real Bed,9075.0,800.0,5100.0,550.0,1,0.0,2,28,58,88,363,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1415,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,575.0,290.0,50.0,2,0.0,3,7,23,53,325,69.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
1416,Entire home/apt,4,1.0,2.0,2.0,Real Bed,135.0,975.0,400.0,85.0,2,125.0,2,0,3,33,123,7.0,97.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
1417,Entire home/apt,4,1.0,1.0,2.0,Real Bed,139.0,800.0,250.0,70.0,2,50.0,2,7,30,41,48,8.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
1419,Entire home/apt,6,1.0,2.0,2.0,Real Bed,200.0,800.0,290.0,65.0,1,0.0,2,1,1,1,25,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1422,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,800.0,300.0,25.0,1,0.0,1,8,21,41,316,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1425,Entire home/apt,6,2.0,2.0,3.0,Real Bed,349.0,800.0,700.0,70.0,4,25.0,1,30,60,90,365,5.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1427,Entire home/apt,10,2.5,3.0,6.0,Real Bed,499.0,3999.0,290.0,65.0,1,0.0,1,20,50,80,354,1.0,40.0,4.0,2.0,4.0,6.0,8.0,4.0,0,strict
1428,Entire home/apt,3,1.0,1.0,1.0,Real Bed,175.0,800.0,125.0,65.0,2,25.0,1,7,14,22,62,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1429,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,695.0,150.0,50.0,1,0.0,2,5,21,21,238,3.0,93.0,8.0,8.0,10.0,10.0,10.0,9.0,0,moderate
1431,Entire home/apt,14,6.0,6.0,8.0,Real Bed,2549.0,800.0,290.0,275.0,1,0.0,2,25,50,80,355,0.0,100.0,8.0,10.0,6.0,10.0,10.0,6.0,0,strict
1435,Entire home/apt,10,3.5,4.0,7.0,Real Bed,1250.0,8500.0,1500.0,250.0,8,125.0,2,30,52,82,357,14.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1436,Entire home/apt,4,2.0,2.0,3.0,Real Bed,295.0,800.0,250.0,150.0,1,0.0,2,20,42,72,312,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1437,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100.0,3000.0,200.0,50.0,1,0.0,2,3,3,3,3,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1439,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,160.0,1300.0,95.0,50.0,2,0.0,2,0,5,28,118,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1440,Entire home/apt,3,1.0,1.0,1.0,Real Bed,85.0,800.0,350.0,70.0,2,25.0,2,22,52,82,172,0.0,100.0,10.0,9.0,10.0,10.0,8.0,10.0,0,moderate
1443,Entire home/apt,6,5.0,3.0,3.0,Real Bed,699.0,800.0,290.0,179.0,1,0.0,2,0,0,0,56,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1446,Entire home/apt,3,1.0,1.0,1.0,Real Bed,200.0,800.0,200.0,25.0,1,0.0,1,27,52,52,274,1.0,100.0,8.0,10.0,10.0,10.0,8.0,8.0,1,flexible
1447,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,800.0,290.0,65.0,1,0.0,1,26,56,86,355,3.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0,flexible
1448,Entire home/apt,8,3.0,4.0,5.0,Real Bed,700.0,800.0,500.0,200.0,1,0.0,3,26,56,86,351,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1450,Entire home/apt,4,1.0,1.0,2.0,Real Bed,119.0,799.0,500.0,50.0,4,40.0,2,22,52,82,344,30.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,strict
1451,Entire home/apt,5,1.0,2.0,4.0,Real Bed,160.0,1000.0,150.0,65.0,4,20.0,2,10,27,33,285,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,moderate
1452,Entire home/apt,2,1.0,1.0,1.0,Real Bed,169.0,799.0,290.0,65.0,2,0.0,1,29,59,89,364,16.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
1455,Shared room,1,1.0,1.0,1.0,Couch,80.0,800.0,290.0,65.0,1,0.0,1,28,53,53,271,9.0,91.0,10.0,10.0,9.0,9.0,10.0,9.0,1,flexible
1456,Entire home/apt,10,3.0,4.0,7.0,Real Bed,795.0,800.0,1000.0,65.0,10,50.0,2,13,36,64,303,25.0,95.0,9.0,10.0,10.0,10.0,9.0,10.0,0,strict
1457,Entire home/apt,6,2.0,3.0,3.0,Real Bed,410.0,800.0,290.0,85.0,4,100.0,3,30,56,86,357,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1458,Entire home/apt,4,1.0,2.0,3.0,Real Bed,149.0,800.0,290.0,120.0,1,0.0,2,0,0,0,51,0.0,100.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
1459,Entire home/apt,2,1.0,0.0,1.0,Real Bed,175.0,1100.0,150.0,25.0,2,25.0,1,0,15,18,293,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1460,Private room,2,1.0,1.0,2.0,Real Bed,99.0,650.0,700.0,45.0,1,30.0,1,20,50,80,355,13.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,flexible
1461,Entire home/apt,10,2.0,3.0,4.0,Real Bed,750.0,800.0,3000.0,200.0,1,0.0,3,20,42,64,259,2.0,71.0,8.0,6.0,6.0,8.0,9.0,6.0,0,moderate
1462,Entire home/apt,2,1.0,1.0,2.0,Real Bed,215.0,1200.0,180.0,65.0,3,0.0,2,0,0,0,227,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1463,Entire home/apt,2,1.0,1.0,1.0,Real Bed,89.0,800.0,400.0,79.0,1,0.0,1,8,38,68,343,25.0,93.0,8.0,10.0,10.0,10.0,9.0,8.0,1,strict
1464,Entire home/apt,4,1.0,1.0,2.0,Real Bed,400.0,800.0,290.0,75.0,1,0.0,2,28,58,88,363,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1465,Entire home/apt,8,4.5,4.0,4.0,Real Bed,1899.0,800.0,290.0,235.0,1,0.0,2,0,0,0,0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1468,Entire home/apt,8,1.0,2.0,3.0,Real Bed,300.0,800.0,290.0,65.0,1,0.0,1,0,0,0,0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1469,Entire home/apt,6,2.0,2.0,3.0,Real Bed,295.0,1370.0,290.0,85.0,1,0.0,2,13,32,35,279,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1471,Entire home/apt,5,1.0,2.0,3.0,Real Bed,185.0,780.0,290.0,60.0,4,15.0,2,26,56,86,361,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1473,Entire home/apt,8,4.5,4.0,5.0,Real Bed,600.0,800.0,500.0,175.0,1,0.0,3,30,57,87,362,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
