,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy
1474,Entire home/apt,4,1.0,1.0,2.0,Real Bed,280.0,800.0,290.0,65.0,1,0.0,1,0,0,0,52,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1476,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,800.0,500.0,99.0,4,10.0,1,17,47,77,352,73.0,88.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict
1478,Entire home/apt,4,1.0,1.0,2.0,Real Bed,230.0,1300.0,250.0,80.0,4,0.0,2,26,56,86,361,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1479,Entire home/apt,10,3.0,4.0,4.0,Real Bed,450.0,2700.0,500.0,150.0,6,25.0,2,22,52,82,351,24.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0,strict
1480,Entire home/apt,9,2.0,3.0,6.0,Real Bed,299.0,800.0,290.0,145.0,1,0.0,2,18,48,78,353,0.0,67.0,7.0,7.0,7.0,7.0,9.0,7.0,0,strict
1481,Entire home/apt,4,1.0,1.0,2.0,Real Bed,250.0,800.0,250.0,60.0,1,0.0,5,18,43,73,348,14.0,97.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict
1482,Private room,2,1.0,1.0,1.0,Real Bed,59.0,351.0,100.0,10.0,1,5.0,2,11,33,55,55,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1483,Entire home/apt,5,1.0,1.0,1.0,Real Bed,200.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,1.0,100.0,8.0,8.0,10.0,10.0,10.0,8.0,0,flexible
1484,Entire home/apt,4,1.0,2.0,2.0,Real Bed,170.0,800.0,350.0,35.0,2,25.0,2,29,59,89,361,76.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
1485,Entire home/apt,8,2.0,3.0,3.0,Real Bed,899.0,800.0,290.0,120.0,1,0.0,2,22,47,75,345,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1486,Entire home/apt,12,4.0,5.0,9.0,Real Bed,1725.0,800.0,1000.0,200.0,1,0.0,3,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1487,Entire home/apt,5,1.5,2.0,2.0,Real Bed,300.0,800.0,290.0,65.0,1,0.0,2,1,1,1,7,0.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,moderate
1488,Entire home/apt,3,1.0,1.0,1.0,Real Bed,225.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1490,Entire home/apt,5,1.0,1.0,3.0,Real Bed,395.0,800.0,100.0,80.0,1,0.0,4,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1492,Entire home/apt,10,2.5,5.0,6.0,Real Bed,949.0,800.0,750.0,150.0,1,0.0,3,18,38,64,334,17.0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
1495,Entire home/apt,4,1.0,2.0,2.0,Real Bed,225.0,800.0,500.0,60.0,4,0.0,2,30,60,90,365,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1496,Private room,2,1.0,1.0,1.0,Real Bed,80.0,800.0,290.0,65.0,1,0.0,1,10,34,64,64,49.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1498,Entire home/apt,6,2.5,3.0,4.0,Real Bed,222.0,800.0,290.0,125.0,1,0.0,2,26,56,86,358,0.0,93.0,9.0,9.0,9.0,10.0,8.0,9.0,0,strict
1500,Entire home/apt,3,1.0,2.0,2.0,Real Bed,104.0,666.0,1000.0,20.0,2,15.0,1,23,53,83,358,31.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
1502,Entire home/apt,4,2.0,2.0,2.0,Real Bed,275.0,800.0,450.0,75.0,1,0.0,2,30,60,90,365,4.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,moderate
1504,Entire home/apt,6,1.0,1.0,3.0,Real Bed,119.0,800.0,500.0,99.0,4,11.0,1,17,41,67,340,82.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict
1505,Entire home/apt,3,1.0,1.0,1.0,Real Bed,145.0,800.0,290.0,30.0,1,0.0,1,16,45,75,348,35.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1506,Entire home/apt,2,1.0,1.0,1.0,Real Bed,109.0,650.0,290.0,65.0,1,0.0,2,14,44,74,265,0.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate
1507,Entire home/apt,2,1.0,1.0,1.0,Real Bed,249.0,800.0,290.0,65.0,1,0.0,2,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1508,Private room,2,1.0,1.0,1.0,Real Bed,85.0,800.0,100.0,20.0,1,0.0,2,7,23,23,66,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
1509,Entire home/apt,8,2.0,3.0,4.0,Real Bed,450.0,800.0,290.0,135.0,1,0.0,2,19,49,78,342,8.0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict
1512,Shared room,2,1.0,1.0,1.0,Futon,45.0,800.0,290.0,65.0,1,0.0,1,16,28,53,98,7.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,flexible
1513,Entire home/apt,3,1.0,1.0,1.0,Real Bed,108.0,800.0,290.0,30.0,2,50.0,3,15,40,66,110,29.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1514,Entire home/apt,5,2.0,2.0,3.0,Real Bed,1695.0,800.0,2500.0,65.0,4,45.0,3,30,50,50,304,4.0,100.0,10.0,10.0,10.0,9.0,10.0,9.0,0,strict
1515,Entire home/apt,6,3.0,3.0,3.0,Real Bed,319.0,800.0,290.0,85.0,1,0.0,1,0,0,0,231,6.0,96.0,10.0,10.0,10.0,8.0,10.0,10.0,0,flexible
1517,Entire home/apt,6,1.0,2.0,3.0,Real Bed,225.0,800.0,290.0,75.0,2,25.0,1,17,47,72,347,31.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1518,Private room,2,1.0,1.0,1.0,Real Bed,150.0,800.0,290.0,65.0,1,0.0,1,0,0,0,230,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1519,Private room,4,1.0,1.0,1.0,Real Bed,80.0,800.0,290.0,65.0,1,15.0,1,30,60,90,365,23.0,91.0,9.0,8.0,9.0,10.0,9.0,8.0,0,strict
1520,Entire home/apt,2,1.0,0.0,1.0,Real Bed,124.0,750.0,200.0,20.0,2,35.0,1,15,45,75,343,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,flexible
1521,Entire home/apt,7,1.5,2.0,4.0,Real Bed,400.0,800.0,1000.0,50.0,7,50.0,2,3,7,7,71,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1522,Entire home/apt,5,2.0,2.0,2.0,Real Bed,450.0,1600.0,250.0,65.0,1,0.0,2,28,58,88,145,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1524,Entire home/apt,4,1.0,2.0,2.0,Real Bed,750.0,800.0,1500.0,65.0,1,0.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1526,Private room,3,1.0,1.0,2.0,Real Bed,99.0,999.0,200.0,25.0,2,50.0,1,20,50,80,349,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1527,Entire home/apt,4,1.0,1.0,2.0,Real Bed,97.0,650.0,200.0,25.0,1,0.0,2,12,12,12,12,18.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
1528,Entire home/apt,6,1.0,2.0,2.0,Real Bed,262.0,800.0,400.0,35.0,1,0.0,3,28,58,88,363,11.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1529,Entire home/apt,3,1.0,1.0,1.0,Real Bed,350.0,800.0,500.0,150.0,1,0.0,2,29,59,89,364,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1530,Entire home/apt,8,4.0,5.0,6.0,Real Bed,1500.0,800.0,1500.0,200.0,1,0.0,5,0,0,0,6,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1532,Entire home/apt,5,2.0,2.0,3.0,Real Bed,149.0,887.0,350.0,50.0,1,0.0,3,10,18,48,323,7.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,moderate
1534,Entire home/apt,6,1.0,2.0,3.0,Real Bed,400.0,800.0,290.0,75.0,1,0.0,1,30,60,90,365,5.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible
1538,Entire home/apt,4,1.0,2.0,2.0,Real Bed,190.0,1200.0,290.0,55.0,4,0.0,2,0,0,0,217,3.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
1539,Entire home/apt,6,1.0,2.0,3.0,Real Bed,168.0,800.0,300.0,70.0,4,0.0,1,2,14,44,319,25.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1541,Entire home/apt,6,2.0,3.0,3.0,Real Bed,759.0,800.0,290.0,99.0,1,0.0,2,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1543,Entire home/apt,6,1.0,2.0,2.0,Real Bed,210.0,1300.0,500.0,65.0,2,50.0,2,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1544,Entire home/apt,6,1.0,2.0,3.0,Real Bed,240.0,1700.0,290.0,100.0,4,25.0,1,25,55,85,360,21.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1545,Private room,2,1.0,1.0,1.0,Real Bed,80.0,450.0,290.0,65.0,1,0.0,7,9,9,9,248,5.0,88.0,9.0,9.0,10.0,10.0,9.0,9.0,0,moderate
1546,Entire home/apt,6,2.0,2.0,3.0,Real Bed,229.0,800.0,290.0,115.0,1,0.0,2,21,23,23,174,2.0,90.0,9.0,9.0,9.0,9.0,9.0,8.0,0,strict
1547,Private room,2,1.0,1.0,1.0,Real Bed,110.0,800.0,290.0,15.0,1,15.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1548,Entire home/apt,8,3.0,4.0,5.0,Real Bed,499.0,800.0,290.0,155.0,1,0.0,2,17,38,68,333,10.0,89.0,10.0,9.0,10.0,10.0,10.0,9.0,0,strict
1549,Entire home/apt,4,1.0,2.0,2.0,Real Bed,145.0,800.0,290.0,50.0,1,0.0,1,4,14,14,187,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1551,Entire home/apt,3,1.0,1.0,1.0,Real Bed,79.0,409.0,125.0,50.0,2,0.0,1,17,47,73,324,5.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,flexible
1555,Entire home/apt,4,1.0,2.0,3.0,Real Bed,307.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1556,Entire home/apt,10,2.5,4.0,4.0,Real Bed,950.0,4000.0,290.0,65.0,1,0.0,1,0,0,0,33,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
1557,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,800.0,250.0,40.0,1,0.0,3,30,60,90,365,1.0,97.0,10.0,10.0,10.0,10.0,10.0,8.0,0,flexible
1558,Entire home/apt,8,2.0,3.0,3.0,Real Bed,299.0,800.0,300.0,150.0,6,50.0,1,30,60,90,365,16.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict
1559,Entire home/apt,6,1.0,1.0,1.0,Real Bed,160.0,750.0,290.0,35.0,1,0.0,1,0,0,0,76,3.0,70.0,8.0,5.0,10.0,10.0,9.0,7.0,1,strict
1560,Entire home/apt,3,1.0,1.0,1.0,Real Bed,198.0,1295.0,500.0,35.0,2,30.0,2,22,52,82,357,24.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1561,Private room,3,1.0,1.0,1.0,Real Bed,110.0,500.0,290.0,65.0,1,50.0,1,0,0,0,47,32.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,flexible
1562,Entire home/apt,4,1.0,1.0,1.0,Real Bed,121.0,800.0,290.0,110.0,1,0.0,2,12,42,72,347,2.0,100.0,10.0,10.0,10.0,9.0,10.0,9.0,0,strict
1563,Entire home/apt,6,2.0,3.0,5.0,Real Bed,800.0,2995.0,350.0,150.0,1,0.0,1,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1564,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,800.0,100.0,20.0,1,0.0,2,0,0,0,68,2.0,100.0,8.0,9.0,10.0,10.0,10.0,9.0,0,flexible
1566,Entire home/apt,4,1.0,1.0,1.0,Real Bed,175.0,800.0,290.0,100.0,2,100.0,1,30,60,90,351,0.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1567,Entire home/apt,4,1.0,0.0,2.0,Real Bed,99.0,800.0,290.0,65.0,3,25.0,1,11,38,56,320,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
1568,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100.0,600.0,290.0,65.0,2,25.0,3,4,21,38,295,8.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1571,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,800.0,290.0,50.0,1,0.0,2,11,15,42,307,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1573,Private room,2,2.5,1.0,1.0,Real Bed,215.0,800.0,150.0,10.0,1,0.0,2,25,55,85,360,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1576,Private room,2,1.0,1.0,1.0,Real Bed,105.0,800.0,290.0,25.0,1,20.0,1,29,54,54,272,9.0,96.0,9.0,10.0,10.0,10.0,9.0,9.0,1,flexible
1577,Entire home/apt,8,3.5,4.0,5.0,Real Bed,1600.0,800.0,1600.0,200.0,1,0.0,3,29,59,89,364,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1578,Private room,2,1.0,1.0,2.0,Real Bed,105.0,800.0,290.0,65.0,1,0.0,1,26,51,51,269,13.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1,flexible
1579,Entire home/apt,8,2.0,3.0,3.0,Real Bed,299.0,800.0,250.0,100.0,6,50.0,1,28,58,88,363,0.0,95.0,10.0,9.0,9.0,9.0,9.0,9.0,0,strict
1580,Shared room,2,1.0,1.0,2.0,Real Bed,200.0,800.0,290.0,65.0,1,0.0,1,22,52,82,357,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1581,Entire home/apt,4,1.0,1.0,1.0,Real Bed,200.0,1000.0,290.0,65.0,1,0.0,1,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1582,Entire home/apt,4,1.0,1.0,2.0,Real Bed,130.0,750.0,175.0,75.0,1,0.0,2,2,11,11,174,23.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1583,Private room,1,1.0,1.0,1.0,Real Bed,39.0,800.0,290.0,65.0,0,0.0,1,28,58,88,363,0.0,81.0,9.0,8.0,9.0,9.0,9.0,8.0,0,flexible
1584,Entire home/apt,3,1.0,1.0,2.0,Real Bed,99.0,575.0,95.0,35.0,1,0.0,2,0,6,23,48,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1585,Entire home/apt,5,2.0,2.0,2.0,Real Bed,375.0,2500.0,500.0,40.0,1,0.0,2,28,58,88,363,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1588,Private room,2,1.0,1.0,1.0,Real Bed,80.0,400.0,290.0,95.0,1,10.0,2,27,57,87,362,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1589,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,800.0,290.0,65.0,1,0.0,1,0,0,0,25,2.0,90.0,9.0,10.0,10.0,10.0,9.0,8.0,0,flexible
1592,Entire home/apt,4,1.0,1.0,2.0,Real Bed,168.0,994.0,290.0,50.0,2,15.0,1,19,49,79,321,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1593,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,800.0,250.0,35.0,2,25.0,2,28,58,84,219,13.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1594,Entire home/apt,6,2.0,2.0,3.0,Real Bed,330.0,800.0,290.0,120.0,1,0.0,2,19,42,72,347,9.0,97.0,9.0,10.0,10.0,10.0,9.0,9.0,0,strict
1595,Entire home/apt,2,1.0,1.0,1.0,Real Bed,199.0,800.0,290.0,65.0,1,0.0,1,30,60,90,365,2.0,90.0,9.0,9.0,10.0,10.0,10.0,6.0,0,flexible
1597,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,400.0,200.0,50.0,1,15.0,3,1,23,27,27,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1598,Entire home/apt,2,1.0,2.0,1.0,Real Bed,85.0,520.0,150.0,80.0,1,0.0,2,0,0,0,154,3.0,100.0,9.0,10.0,10.0,10.0,9.0,10.0,0,moderate
1599,Entire home/apt,4,1.0,2.0,2.0,Real Bed,125.0,700.0,290.0,85.0,1,0.0,1,26,52,82,357,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1600,Entire home/apt,2,1.0,1.0,1.0,Real Bed,195.0,800.0,300.0,50.0,2,50.0,3,22,52,82,353,0.0,98.0,10.0,9.0,9.0,10.0,10.0,9.0,0,moderate
1601,Entire home/apt,6,2.0,2.0,3.0,Real Bed,279.0,1674.0,500.0,65.0,1,0.0,2,0,0,0,36,1.0,100.0,8.0,10.0,10.0,10.0,10.0,8.0,0,moderate
1604,Private room,2,1.5,1.0,1.0,Real Bed,89.0,408.0,100.0,68.0,0,0.0,2,29,59,89,364,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1608,Private room,2,1.0,1.0,1.0,Real Bed,49.0,290.0,100.0,10.0,1,0.0,2,28,58,88,363,14.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict
1611,Entire home/apt,4,1.0,2.0,2.0,Real Bed,190.0,875.0,250.0,40.0,1,10.0,1,1,1,1,1,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1615,Entire home/apt,6,2.0,3.0,3.0,Real Bed,350.0,800.0,290.0,140.0,1,0.0,2,0,0,0,0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1616,Private room,2,1.5,1.0,1.0,Real Bed,45.0,300.0,290.0,65.0,1,0.0,1,7,17,47,322,13.0,92.0,10.0,9.0,9.0,9.0,9.0,9.0,0,strict
1618,Entire home/apt,8,2.5,4.0,4.0,Real Bed,959.0,800.0,290.0,155.0,1,0.0,2,18,47,77,350,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1622,Entire home/apt,8,2.0,3.0,4.0,Real Bed,650.0,800.0,200.0,200.0,1,0.0,3,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1624,Entire home/apt,8,2.5,3.0,3.0,Real Bed,435.0,2500.0,600.0,200.0,6,30.0,2,29,59,89,364,36.0,94.0,10.0,8.0,10.0,10.0,9.0,9.0,0,moderate
1628,Private room,2,1.0,1.0,1.0,Real Bed,69.0,800.0,100.0,65.0,1,0.0,2,29,59,89,364,0.0,95.0,10.0,9.0,10.0,10.0,9.0,10.0,0,moderate
1629,Entire home/apt,14,2.0,3.0,5.0,Real Bed,250.0,800.0,290.0,65.0,0,0.0,3,30,58,88,363,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1631,Entire home/apt,5,2.0,2.0,3.0,Real Bed,325.0,800.0,290.0,65.0,1,0.0,3,0,7,7,31,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1635,Entire home/apt,8,2.0,3.0,4.0,Real Bed,199.0,800.0,500.0,100.0,1,0.0,2,25,55,85,358,8.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
1639,Private room,4,2.0,1.0,2.0,Real Bed,200.0,1400.0,200.0,50.0,4,50.0,1,30,60,90,365,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate
1641,Private room,6,2.0,1.0,5.0,Real Bed,50.0,800.0,290.0,20.0,2,25.0,2,29,59,89,364,22.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict
1642,Entire home/apt,3,1.0,1.0,1.0,Real Bed,89.0,570.0,150.0,10.0,3,20.0,2,2,14,14,259,11.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict
1643,Private room,2,1.0,1.0,1.0,Airbed,40.0,275.0,290.0,65.0,1,0.0,1,0,30,60,335,1.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1644,Private room,3,1.5,1.0,2.0,Real Bed,100.0,450.0,290.0,65.0,1,0.0,2,0,0,0,244,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1645,Entire home/apt,6,3.0,4.0,3.0,Real Bed,149.0,1000.0,250.0,100.0,1,0.0,2,6,30,60,330,0.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1646,Entire home/apt,6,1.0,2.0,5.0,Real Bed,80.0,800.0,290.0,65.0,0,0.0,30,28,58,88,210,12.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict
1649,Private room,2,1.0,1.0,1.0,Airbed,35.0,220.0,290.0,7.0,1,10.0,1,29,59,89,364,2.0,80.0,9.0,6.0,10.0,10.0,10.0,9.0,0,moderate
1650,Private room,8,2.0,1.0,6.0,Real Bed,50.0,800.0,290.0,20.0,2,25.0,2,30,60,90,365,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1651,Private room,4,1.0,1.0,3.0,Real Bed,65.0,800.0,290.0,65.0,2,5.0,1,26,54,84,300,0.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1,strict
1655,Entire home/apt,7,3.5,3.0,4.0,Real Bed,289.0,800.0,700.0,150.0,1,0.0,1,0,0,0,46,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1657,Private room,2,1.0,1.0,1.0,Real Bed,55.0,260.0,290.0,20.0,1,10.0,7,0,8,38,313,7.0,97.0,9.0,9.0,10.0,10.0,9.0,9.0,0,moderate
1658,Entire home/apt,6,2.0,3.0,2.0,Real Bed,500.0,3150.0,250.0,75.0,4,25.0,2,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1659,Entire home/apt,7,2.0,3.0,4.0,Real Bed,250.0,1600.0,290.0,75.0,1,0.0,2,19,42,72,347,6.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict
1662,Entire home/apt,4,1.0,2.0,4.0,Real Bed,150.0,800.0,290.0,65.0,1,100.0,1,30,60,90,180,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible
1666,Private room,2,1.0,1.0,1.0,Real Bed,56.0,339.0,95.0,25.0,1,15.0,1,7,15,35,310,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1667,Entire home/apt,6,2.0,3.0,3.0,Real Bed,225.0,800.0,900.0,130.0,1,0.0,1,0,0,0,70,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1668,Entire home/apt,6,2.0,2.0,2.0,Real Bed,250.0,800.0,95.0,50.0,1,0.0,2,3,13,26,67,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict
1669,Private room,2,1.0,1.0,1.0,Real Bed,50.0,250.0,500.0,25.0,1,15.0,1,20,50,80,355,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1671,Entire home/apt,8,2.0,3.0,4.0,Real Bed,170.0,1500.0,300.0,50.0,6,10.0,2,25,48,78,353,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1674,Entire home/apt,10,2.5,4.0,4.0,Real Bed,550.0,800.0,200.0,75.0,8,25.0,3,21,41,71,161,8.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict
1677,Private room,5,1.0,1.0,1.0,Real Bed,125.0,800.0,290.0,10.0,2,25.0,3,27,57,87,362,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1678,Private room,2,1.0,1.0,1.0,Real Bed,100.0,800.0,500.0,75.0,2,25.0,2,16,34,50,309,6.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict
1679,Private room,4,1.0,1.0,1.0,Real Bed,65.0,800.0,100.0,25.0,3,50.0,1,26,56,86,361,4.0,95.0,9.0,8.0,10.0,10.0,10.0,10.0,0,strict
1680,Private room,2,1.0,1.0,1.0,Real Bed,120.0,750.0,150.0,10.0,1,40.0,2,30,60,90,365,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1681,Private room,2,1.0,1.0,1.0,Real Bed,79.0,800.0,100.0,10.0,0,10.0,1,15,45,72,322,68.0,87.0,8.0,9.0,9.0,9.0,9.0,8.0,1,strict
1682,Private room,2,1.0,1.0,1.0,Real Bed,69.0,800.0,100.0,10.0,1,10.0,1,25,52,82,341,40.0,87.0,9.0,9.0,9.0,9.0,8.0,9.0,1,strict
1683,Private room,2,1.0,1.0,1.0,Real Bed,85.0,500.0,290.0,25.0,1,10.0,1,30,60,90,365,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible
1685,Private room,4,1.0,1.0,2.0,Real Bed,100.0,800.0,290.0,10.0,2,25.0,3,27,57,87,362,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
1687,Private room,2,1.0,1.0,1.0,Real Bed,40.0,220.0,290.0,5.0,2,40.0,1,3,30,30,293,21.0,92.0,9.0,9.0,9.0,9.0,9.0,9.0,0,flexible
1688,Private room,2,1.0,1.0,1.0,Real Bed,65.0,800.0,290.0,25.0,1,0.0,1,26,38,60,322,40.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate
1690,Private room,2,1.0,1.0,1.0,Real Bed,75.0,595.0,200.0,7.0,2,20.0,1,29,59,89,364,0.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict
1691,Private room,2,1.0,1.0,1.0,Real Bed,79.0,800.0,290.0,65.0,1,0.0,1,20,50,80,336,37.0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,0,moderate
1692,Private room,3,1.0,1.0,1.0,Real Bed,53.0,800.0,290.0,65.0,2,100.0,1,26,56,86,86,11.0,91.0,9.0,8.0,9.0,8.0,9.0,9.0,0,flexible
1693,Private room,2,1.0,1.0,1.0,Real Bed,60.0,350.0,290.0,65.0,1,10.0,1,30,60,90,365,20.0,86.0,9.0,8.0,9.0,10.0,8.0,9.0,0,flexible
1694,Private room,3,1.5,1.0,1.0,Real Bed,82.0,520.0,290.0,25.0,2,10.0,2,27,46,76,351,20.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate
